
Start val:
------------办------------- => 办                   , gt: 办                   
----丸------爪爪---甩----去---- => 丸爪甩去                , gt: 丸爪甩去                
--------田--训-----办--丙----- => 田训办丙                , gt: 田训办丙                
----------r--力-屯---他------ => r力屯他                , gt: r士n他                
----k-----u---升------扑---- => ku升扑                , gt: ku升扑                
----x-----友友---右--0------- => x友右0                , gt: x友右0                
---9--j---内--------b------ => 9j内b                , gt: 9j内b                
----龙--忆------寸------它---- => 龙忆寸它                , gt: 龙忆寸它                
-----勿--------又---力--mm--- => 勿又力m                , gt: 勿又力m                
---77------冈---失---广------ => 7冈失广                , gt: 7冈失广                
------y--0-v---g---------- => y0vg                , gt: y0vg                
----斥---仍-------9--11----- => 斥仍91                , gt: 斥仍91                
------r--dd----mm--号------ => rdm号                , gt: rdm号                
--------从-44---u---b------ => 从4ub                , gt: 从4ub                
---g---犬----p------z------ => g犬pz                , gt: g犬pz                
-----------干--无---号-瓜----- => 干无号瓜                , gt: 干无号瓜                
----仔--风--------叫---占----- => 仔风叫占                , gt: 仔风叫占                
----乞---k--z-----乙乙------- => 乞kz乙                , gt: 乞kz乙                
----f---------m---仓--jj--- => fm仓j                , gt: fm仓j                
----xx----r------办--ll---- => xr办l                , gt: xr办l                
----w---l-9-------寸------- => wl9寸                , gt: wl9寸                
-------b--r-----n--爪------ => brn爪                , gt: brn爪                
----w--d--k---y----------- => wdky                , gt: wdky                
----石---可----大--历--------- => 石可大历                , gt: 石冬犬历                
---f--33---bb--门---------- => f3b门                , gt: f3b门                
-----元--------匹--c--l----- => 元匹cl                , gt: 元匹cl                
----亿------太------十--瓦---- => 亿太十瓦                , gt: 亿太十瓦                
----o--a---礼-----6-------- => oa礼6                , gt: oa礼6                
----另另----ss-----干---飞---- => 另s干飞                , gt: 另s干飞                
-----------丙---a--正---z--- => 丙a正z                , gt: 丙a正z                
-------dd----s--人---它----- => ds人它                , gt: ds人它                
--------下下-----j--z--1---- => 下jz1                , gt: 下jz1                
--------nn--x--8---队------ => nx8队                , gt: nx8队                
----3--长---气---广---------- => 3长气广                , gt: 3长气广                
---------又--r------尸--ss-- => 又r尸s                , gt: 又r尸s                
--------仪-----只--k-tt----- => 仪只kt                , gt: 仪只kt                
----55-----分----十--1------ => 5分十1                , gt: 5分十1                
---v--q----r---g---------- => vqrg                , gt: vqrg                
----3--a--mm----ee-------- => 3ame                , gt: 3ame                
---------丈----生---大--么---- => 丈生大么                , gt: 丈生大么                
----勾-----r--厂---予-------- => 勾r厂予                , gt: 勾r厂予                
-----叶---认---训-------牛---- => 叶认训牛                , gt: 叶认训牛                
---88--6--j------9-------- => 86j9                , gt: 86j9                
--------乙---甲---汇---u----- => 乙甲汇u                , gt: 乙甲汇u                
----mm-----2-cc--k-------- => m2ck                , gt: m2ck                
--------计--六--欠---击------- => 计六欠击                , gt: 计穴欠击                
--------电--巧巧--未-----l---- => 电巧未l                , gt: 电巧未l                
-----帅---1--升升------i----- => 帅1升i                , gt: 帅1升i                
----f-----d--户----99------ => fd户9                , gt: fd户9                
-----------且--3---水--h---- => 且3水h                , gt: 且3水h                
---9---幻-----处处----立------ => 9幻处立                , gt: 9幻处立                
---r---可------元元---甩------ => r可元甩                , gt: r可元甩                
-----门---------礼---飞-i---- => 门礼飞i                , gt: 门礼飞i                
-----了--女--口---牛---------- => 了女口牛                , gt: 了女口牛                
----u------扑--pp--扎------- => u扑p扎                , gt: u扑p扎                
----0--二---n--------q----- => 0二nq                , gt: 0二nq                
-----------斗-于---什---牛---- => 斗于什牛                , gt: 斗丁什半                
---22----仪----h-----u----- => 2仪hu                , gt: 2仪hu                
----g---v-nn----7--------- => gvn7                , gt: gvn7                
-----与------功--k-----n---- => 与功kn                , gt: 与功kn                
--------汁---少--左---包------ => 汁少左包                , gt: 汁少左包                
----卫------凶---让--口------- => 卫凶让口                , gt: 卫凶让口                
----令--十---工----叮--------- => 令十工叮                , gt: 令平工叮                
-----令-----弓--扎扎--付付------ => 令弓扎付                , gt: 令弓扎付                
----右右---仁-------之--匆匆---- => 右仁之匆                , gt: 右仁之匆                
-------r--甩---片--乐-------- => r甩片乐                , gt: r甩片乐                
-----土-----凡---y---犯犯----- => 土凡y犯                , gt: 土凡y犯                
-------北---a---7---6------ => 北a76                , gt: 北a76                
-----乡--r------右--ff------ => 乡r右f                , gt: 乡r右f                
----劝--左左--w------vv------ => 劝左wv                , gt: 劝左wv                
--------氏--t---兰--zz------ => 氏t兰z                , gt: 氏t兰z                
----1--q--z-----孔--------- => 1qz孔                , gt: 1qz孔                
----b--写写---务--z---------- => b写务z                , gt: b写zi                
----s-----k---仙---nn------ => sk仙n                , gt: sk仙n                
----6-mm----3--9---------- => 6m39                , gt: 6m39                
-----------卫--r--巧巧-9----- => 卫r巧9                , gt: 卫r巧9                
----9---d-ee------士------- => 9de士                , gt: 9de士                
----00--g------w-----d---- => 0gwd                , gt: 0gwd                
-----o------乌--三----叉叉---- => o乌三叉                , gt: o乌三叉                
-----刀-----友-----o--犬----- => 刀友o犬                , gt: 刀友o犬                
-----九-------几-----h--9--- => 九几h9                , gt: 九几h9                
-----刀---叮-7--甩甩---------- => 刀叮7甩                , gt: 刀叮7甩                
------r---s-----幻幻--7----- => rs幻7                , gt: rs幻7                
---3---g-------p---xx----- => 3gpx                , gt: 3gpx                
-------a-----穴--广---中----- => a穴广中                , gt: a穴厂中                
-----山---勺--------匀---g--- => 山勺匀g                , gt: 山勺勾g                
-------o--轧---y--午-------- => o轧y午                , gt: o轧y午                
----令令---公-----q--9------- => 令公q9                , gt: 令公q9                
---------t---支--爪---0----- => t支爪0                , gt: t支币0                
----忆-------鸟---扎----又---- => 忆鸟扎又                , gt: 忆鸟扎又                
----------汇----申---刃--l--- => 汇申刃l                , gt: 汇申刃l                
------k--u--i------它------ => kui它                , gt: kui它                
---o---力--3--x------------ => o力3x                , gt: o乃3x                
----------由由--为---x--z---- => 由为xz                , gt: 由为xz                
--------乡--乏------个---止--- => 乡乏个止                , gt: 乡之个止                
-----王-禾--九-11------------ => 王禾九1                , gt: 王禾礼1                
----s--乎----可可-----p------ => s乎可p                , gt: s乎可p                
---------历---半--叼-----子--- => 历半叼子                , gt: 历半叼子                
----夕---叶叶--末末------工----- => 夕叶末工                , gt: 夕叶末工                
----幻--t-----l------允----- => 幻tl允                , gt: 幻tl允                
-------g---十-----w-vv----- => g十wv                , gt: g十wv                
-------由--分-----双----土---- => 由分双土                , gt: 由叨双土                
----l---忆-------2--tt----- => l忆2t                , gt: l忆2t                
---y---立----s--jj--------- => y立sj                , gt: y立sj                
-------7--扒--2------v----- => 7扒2v                , gt: 7扒2v                
----巨---目-------已----汁---- => 巨目已汁                , gt: 巨目已汁                
-----击--z--幻幻---------巾--- => 击z幻巾                , gt: 击z幻巾                
--------末--讨讨----亿---匀---- => 末讨亿匀                , gt: 末付亿匀                
---s---代---卫------句------- => s代卫句                , gt: s代卫句                
-----仔---扔-力--xx---------- => 仔扔力x                , gt: 仔扔为x                
----yy-----卜--9------大---- => y卜9大                , gt: y卜9大                
-----劝--叮-----8--1-------- => 劝叮81                , gt: 劝丁81                
-----忆-------88--a---仅---- => 忆8a仅                , gt: 忆8a仅                
----------生-1---半--千------ => 生1半千                , gt: 生1半千                
----匹----q---s---东-------- => 匹qs东                , gt: 匹qs东                
----5--甘甘-----6--h-------- => 5甘6h                , gt: 5甘6h                
-------禾--d---丙-----子----- => 禾d丙子                , gt: 禾d丙子                
----己--m--------7--艺艺----- => 己m7艺                , gt: 已m7艺                
---8--r--7---x------------ => 8r7x                , gt: 8r7x                
----s---令------d---扎------ => s令d扎                , gt: s令d扎                
-----冈---忆-----灭----甩----- => 冈忆灭甩                , gt: 冈忆灭甩                
----b--h---9-----友-------- => bh9友                , gt: bh9友                
----宁--f-------h---于------ => 宁fh于                , gt: 宁fh于                
----口---------p--2--5----- => 口p25                , gt: 口p25                
----a----o--7--k---------- => ao7k                , gt: ao7k                
----------内---仅-布---乌乌---- => 内仅布乌                , gt: 内仅布乌                
----马----q--1---女--------- => 马q1女                , gt: 马q1女                
----nn------田田--氏---正----- => n田氏正                , gt: n田氏正                
-----它---古------o--可------ => 它古o可                , gt: 它古o可                
----正---生---东------匹------ => 正生东匹                , gt: 正生东匹                
-----------书-心--3---灭----- => 书心3灭                , gt: 书叶3灭                
----玉--------予--旧---什什---- => 玉予旧什                , gt: 玉予旧什                
----门-----亏--可-----仇仇----- => 门亏可仇                , gt: 门亏可仇                
---i------穴--9---乃乃------- => i穴9乃                , gt: i穴9乃                
-----片-----王---几----丹丹---- => 片王几丹                , gt: 片王几丹                
---2--y--9--z------------- => 2y9z                , gt: 2y9z                
--------z----mm--t--e----- => zmte                , gt: zmte                
-----------巧巧----旦---屯---- => 巧旦屯                 , gt: 巧一旦屯                
-----少--1---予---s--------- => 少1予s                , gt: 少1予s                
-----玉-------公---写---弓---- => 玉公写弓                , gt: 玉公写弓                
-----仍仍--力--孔-------入----- => 仍力孔入                , gt: 仍力孔入                
----0------丙--2---丸------- => 0丙2丸                , gt: 0丙2丸                
----v--s---方----44-------- => vs方4                , gt: vs方4                
----r---丘----d-------5---- => r丘d5                , gt: r丘d5                
--------毛---火火----处---功--- => 毛火处功                , gt: 毛火处功                
-------龙---轧------闪--k---- => 龙轧闪k                , gt: 龙轧闪k                
----o-----5--p--ff-------- => o5pf                , gt: o5pf                
--------叮叮--主--o---v------ => 叮主ov                , gt: 叮主ov                
--------乙-夕--6--句--------- => 乙夕6句                , gt: 乙j6句                
----x--c-----8-------子---- => xc8子                , gt: x28子                
---------瓜----计--左--什什---- => 瓜计左什                , gt: 瓜计卡什                
----2--------c--5---小----- => 2c5小                , gt: 2c5小                
----厉----车---叨-----册册----- => 厉车叨册                , gt: 厉车叨册                
----节--2----uu-----他------ => 节2u他                , gt: 节2u他                
----d--t--w--f------------ => dtwf                , gt: dtwf                
----m--巾--l--帅------------ => m巾l帅                , gt: m击l帅                
-----左----幻---z------不---- => 左幻z不                , gt: 左幻z不                
---------内----互---了--v---- => 内互了v                , gt: 内互子v                
---r--------q---p---左----- => rqp左                , gt: rqp左                
--------们--卜--夕------七---- => 们卜夕七                , gt: 们卜女七                
----6--i------gg---外------ => 6ig外                , gt: 6ig外                
----r---头----立---人-------- => r头立人                , gt: r头立人                
---ll--y---6--r----------- => ly6r                , gt: ly6r                
---44--b------业----l------ => 4b业l                , gt: 4b业l                
---tt--i-------55--9------ => ti59                , gt: ti59                
-------订----uu-x--r------- => 订uxr                , gt: 订uxr                
--------不---井-兰---它------- => 不井兰它                , gt: 不引兰它                
----x--9--------3--44----- => x934                , gt: x934                
-----月--匆---e---飞--------- => 月匆e飞                , gt: 月匆e飞                
--------目---本--m---飞飞----- => 目本m飞                , gt: 目本m飞                
----小-------夕---代---王王---- => 小夕代王                , gt: 小夕代王                
---j--0---丈----ww--------- => j0丈w                , gt: j0丈w                
----------p-习kkk---甲------ => p习k甲                , gt: p4k甲                
----东---宁--仪仪----计计------- => 东宁仪计                , gt: 东宁仪计                
----扎------巾--兰---兄------- => 扎巾兰兄                , gt: 扎巾兰兄                
-----己-----丸--------力----- => 己丸力                 , gt: 己手义力                
----车------丙---申----白----- => 车丙申白                , gt: 车丙申白                
----册----g------匆---e----- => 册g匆e                , gt: 册g匆e                
---0---井---x-------3------ => 0井x3                , gt: 0井x3                
--------d----z--s--1------ => dzs1                , gt: dzs1                
--------w--7--f--a-------- => w7fa                , gt: w7fa                
---ii-----w---未-----穴----- => iw未穴                , gt: iw未穴                
----斤---右-----b-----乙----- => 斤右b乙                , gt: 斤右b乙                
----j---术--它---y---------- => j术它y                , gt: j本它y                
-----叫---------八---叶--门--- => 叫八叶门                , gt: 叫八叶扔                
----0---n------互------a--- => 0n互a                , gt: 0n互a                
-----w------气----帅----半--- => w气帅半                , gt: w气帅半                
-----正---头---仙-------仁仁--- => 正头仙仁                , gt: 正头仙仁                
----功----v---叹-----饥------ => 功v叹饥                , gt: 功v叹饥                
--------才---r---七---弓----- => 才r七弓                , gt: 才r七弓                
----v---------u--少---书---- => vu少书                , gt: vu少书                
-----五------叉---6-cc------ => 五叉6c                , gt: 五叉6c                
-------g--牛---布--b-------- => g牛布b                , gt: g牛布b                
-----厂--f-------木---方----- => 厂f木方                , gt: 厂f木方                
----占--q--p-------bb------ => 占qpb                , gt: 占qpb                
----干---击-----h--ii------- => 干击hi                , gt: 干击hi                
----东--g-7---击------------ => 东g7击                , gt: 东g7击                
-----也---处---书-----灭------ => 也处书灭                , gt: 也处书灭                
----------g--少--户户---业---- => g少户业                , gt: g少户业                
---8------失--3-----0------ => 8失30                , gt: 8失30                
-------q-7-ii--5---------- => q7i5                , gt: q7i5                
----y--jj------叹----z----- => yj叹z                , gt: yj叹z                
-------hh-n--e--o--------- => hneo                , gt: hneo                
----另-----f----kk--w------ => 另fkw                , gt: 另fkw                
------h--xx--化化----g------ => hx化g                , gt: hx化g                
-----仁-----刃刃--6-----55--- => 仁刃65                , gt: 仁刃65                
-----y----0--a--qq-------- => y0aq                , gt: y0aq                
---mm-----v--1----丁------- => mv1丁                , gt: mv1丁                
-------刃--六---从----文------ => 刃六从文                , gt: 刃予从叉                
-----王---------w--丘--t---- => 王w丘t                , gt: 王w丘t                
-------甲--g-00-----叨------ => 甲g0叨                , gt: 甲g0叨                
---i----b---t----亏-------- => ibt亏                , gt: ibt亏                
-------气--3--v------g----- => 气3vg                , gt: 气3vg                
-----乃-----乎---丁--寸寸------ => 乃乎丁寸                , gt: 乃乎丁寸                
---11---白-----o--ff------- => 1白of                , gt: 1白of                
----冬---平---亏------叉------ => 冬平亏叉                , gt: 冬平亏叉                
----5--z----b--p---------- => 5zbp                , gt: 5zbp                
-----他------r--禾--0------- => 他r禾0                , gt: 他r不0                
-------犬--匆-----b---丛----- => 犬匆b丛                , gt: 犬匆b丛                
----s--55---上------节节----- => s5上节                , gt: s5上节                
-------几--i-----仔----入---- => 几i仔入                , gt: 几i仔入                
------------历-正---饥--户---- => 历正饥户                , gt: 历卫饥户                
--------头-允允--b--斤-------- => 头允b斤                , gt: 头允b什                
----mm----------p-2--vv--- => mp2v                , gt: mp2v                
----a-----w--6----目------- => aw6目                , gt: aw6目                
----44--甩-3---鸟----------- => 4甩3鸟                , gt: 4甲3鸟                
----bb---几--------zz--e--- => b几ze                , gt: b几ze                
-----毛---仆--v-11---------- => 毛仆v1                , gt: 毛仆v1                
-----宁-----尺-----千---井---- => 宁尺千井                , gt: 宁尺千井                
-----u----i---a------7---- => uia7                , gt: uia7                
----可----q---工--宁宁-------- => 可q工宁                , gt: 可q工宁                
-------w--n------h-vv----- => wnhv                , gt: wnhv                
----土-----礼---让让----灭----- => 土礼让灭                , gt: 土礼让灭                
----2--------w--p---十----- => 2wp十                , gt: 2wp十                
--------22---闪-t---巴------ => 2闪t巴                , gt: 2闪t巴                
------方-示--术术---------无--- => 方示术无                , gt: 力示术无                
----瓜------夫--从--e-------- => 瓜夫从e                , gt: 瓜夫ve                
----b--丈--f----------寸---- => b丈f寸                , gt: b丈f寸                
----寸---长---2--88--------- => 寸长28                , gt: 寸长28                
--------叮-----亡--允----未--- => 叮亡允未                , gt: 叮亡允未                
----------b---太-九-瓜瓜------ => b太九瓜                , gt: b太入瓜                
-------月---丑--仗--归-------- => 月丑仗归                , gt: 月丑仗口                
-------k-----1--r---ww---- => k1rw                , gt: k1rw                
---tt-----0--7---厅厅------- => t07厅                , gt: t07厅                
----仅---号号-见----六--------- => 仅号见六                , gt: 仅号贝六                
-----文-----了--匆------氏氏--- => 文了匆氏                , gt: 文了匆氏                
--------亡----归---d--xx---- => 亡归dx                , gt: 亡归dx                
-----无------世---尸---尺----- => 无世尸尺                , gt: 无世尸尺                
-----夫--占--右--------乙----- => 夫占右乙                , gt: 夫凶右乙                
-----上------大-----闪--v---- => 上大闪v                , gt: 上大闪v                
---uu--仆------八--l-------- => u仆八l                , gt: u仆八l                
----11------j--yy--g------ => 1jyg                , gt: 1jyg                
--------勿-----00-二---a---- => 勿0二a                , gt: 勿0二a                
-----勺------卜--k---不------ => 勺卜k不                , gt: 勺卜k不                
---jj--卫--e-------f------- => j卫ef                , gt: j卫ef                
----节----牛-----8----比----- => 节牛8比                , gt: 节牛8比                
----z-----e---几--j-------- => ze几j                , gt: ze几j                
----y----r------x--q------ => yrxq                , gt: yrxq                
--------c--区--九九---汇汇----- => c区九汇                , gt: c区九汇                
----火--句句---叹--甘---------- => 火句叹甘                , gt: 火句叹甘                
--------f--v--w---友友------ => fvw友                , gt: fvw友                
-----巧-----贝-----不--凶----- => 巧贝不凶                , gt: 巧贝不凶                
-------o-----丸---代---仗---- => o丸代仗                , gt: o丸代仗                
-------贝------们--了-------- => 贝们了                 , gt: 贝广们了                
----也---巾巾------9--从从----- => 也巾9从                , gt: 也巾9从                
----------凶--片--r---本----- => 凶片r本                , gt: 凶凡r本                
----可---勺------汉-----忆---- => 可勺汉忆                , gt: 可句汉忆                
-------h---生----o---义----- => h生o义                , gt: h生o义                
----布---欠----风------------ => 布欠风                 , gt: 布欠训风                
---tt--p-----乏---目-------- => tp乏目                , gt: tp乏目                
---dd-mm------丰---币------- => dm丰币                , gt: dm丰币                
-----人-----bb--二-----mm--- => 人b二m                , gt: 人b二m                
-------h-----己--r---c----- => h己rc                , gt: h己rc                
--------务--中--互-----号----- => 务中互号                , gt: 务中互号                
----p--n---s----4--------- => pns4                , gt: pns4                
----------n--f---w---e---- => nfwe                , gt: nfwe                
-----k---5--hh-----z------ => k5hz                , gt: k5hz                
----八--w--f--r------------ => 八wfr                , gt: 八wfr                
---贝贝--e----2---y--------- => 贝e2y                , gt: 见e2y                
----厉---尺-----什------卫---- => 厉尺什卫                , gt: 厉尺什卫                
-----干--专--灭--勿勿---------- => 干专灭勿                , gt: 干专灭勿                
-------厂---川--d--n-------- => 厂川dn                , gt: 厂川dn                
----瓦---v---甘---b--------- => 瓦v甘b                , gt: 瓦v甘b                
-----市-p---队队-----g------- => 市p队g                , gt: 市p队g                
----2----------禾禾--末--外--- => 2禾末外                , gt: 2禾末外                
------匆----------失---世---- => 匆失世                 , gt: 寸7失世                
----他--00--巾---犬---------- => 他0巾犬                , gt: 他0屯犬                
-----王--d---土-------已----- => 王d土已                , gt: 玉d土已                
---------互---y--飞飞---s---- => 互y飞s                , gt: 互y飞s                
-------正-----s--v---u----- => 正svu                , gt: 正svu                
-----丑-e------五--市-------- => 丑e五市                , gt: 丑e五市                
----y--4------夕-----6----- => y4夕6                , gt: y4夕6                
-------l-----4--门---子子---- => l4门子                , gt: l4门子                
---zz---由-------00-nn----- => z由0n                , gt: z由0n                
----元---0---仍------乡------ => 元0仍乡                , gt: 元0仍乡                
----勺---石---队---9--------- => 勺石队9                , gt: 勺石队9                
----丘-------片-----鸟---介--- => 丘片鸟介                , gt: 丘片鸟分                
---i-----6-44--mm--------- => i64m                , gt: i64m                
----m---央-----田-----申申---- => m央田申                , gt: m央田申                
----外外--------什---九---习--- => 外什九习                , gt: 外什八习                
----币---末---内---------贝--- => 币末内贝                , gt: 币未内贝                
----m--x--n---------己----- => mxn己                , gt: mxn己                
-----干---心-r--口----------- => 干心r口                , gt: 干心r口                
----仗-----牙--z--久--------- => 仗牙z久                , gt: 仗牙z久                
--------匆-------孔--印--n--- => 匆孔印n                , gt: 匆孔印n                
----2--l---仪------目------- => 2l仪目                , gt: 2l仪目                
----4----kk-v--ss--------- => 4kvs                , gt: 4kvs                
----h--f---开-----凡-------- => hf开凡                , gt: hf开凡                
-------00--可--d--之之------- => 0可d之                , gt: 0可d之                
--------龙--勿-----八---叨---- => 龙勿八叨                , gt: 龙勿八叨                
----q----n--u---b--------- => qnub                , gt: qnub                
-----巴-----节-----止--白----- => 巴节止白                , gt: 巴节山白                
-----叶叶--3--f--禾禾--------- => 叶3f禾                , gt: 叶3f禾                
------由-----丈--2--k------- => 由丈2k                , gt: 由丈2k                
-----史---帅----劝-------手--- => 史帅劝手                , gt: 史帅劝手                
---9--c---石-ee------------ => 9c石e                , gt: 9c石e                
---t---v---云---8---------- => tv云8                , gt: tv云1                
-------d--6--n--b--------- => d6nb                , gt: d6nb                
-------g--匹---n---礼------- => g匹n礼                , gt: g匹n礼                
-----北--k--z-44----------- => 北kz4                , gt: 北kz4                
----册----玉---丙---才-------- => 册玉丙才                , gt: 册玉丙才                
----k---击---瓜瓜------术----- => k击瓜术                , gt: k击爪术                
---3--o--汇--vv------------ => 3o汇v                , gt: 3o汇v                
-------22-9---g------p---- => 29gp                , gt: 29gp                
-----乎----尸---失------立立--- => 乎尸失立                , gt: 乎尸失立                
----片----石石-----t---u----- => 片石tu                , gt: 片石tu                
---i---仓-----扎扎-----斥----- => i仓扎斥                , gt: i仓扎斥                
----扎------h--仇------k---- => 扎h仇k                , gt: 扎h仇k                
---兄兄--r-----zz--汇-------- => 兄rz汇                , gt: 兄rz汇                
---22--5--j------介-------- => 25j介                , gt: 25j介                
-------4--九--y--飞飞-------- => 4九y飞                , gt: 4九y飞                
---t---归------h--ee------- => t归he                , gt: t归he                
-----予--午------正-----几---- => 予午正几                , gt: 予午正几                
---左左--可------o--子-------- => 左可o子                , gt: 左可o子                
-----什--g-------布--m------ => 什g布m                , gt: 什g布m                
--444------丁---y---月------ => 4丁y月                , gt: 4了y月                
----贝------开--e-22-------- => 贝开e2                , gt: 贝开e2                
-------用----去--孔---一一----- => 用去孔一                , gt: 用去孔一                
-----订-------飞---片---写---- => 订飞片写                , gt: 订飞片写                
---jj------8---h-00------- => j8h0                , gt: j8h0                
----d-8---汇----cc--------- => d8汇c                , gt: d8汇c                
-------n---s-叹叹-----c----- => ns叹c                , gt: ns叹c                
----b--x--cc------叫------- => bxc叫                , gt: bxc叫                
----句-----甘--十--o--------- => 句甘十o                , gt: 句甘半o                
--------f--9---d--千------- => f9d千                , gt: fpd千                
-----印---订--1--瓦---------- => 印订1瓦                , gt: 印订1瓦                
---i-----g---h--d--------- => ighd                , gt: ighd                
---k---叮-2---仅------------ => k叮2仅                , gt: k叮2仅                
--------仗---甘---弓----44--- => 仗甘弓4                , gt: 仗甘弓4                
------3--1--几--t---------- => 31几t                , gt: 31几t                
---cc--四--乏--9------------ => c四乏9                , gt: c四云9                
-------7--y-6--3---------- => 7y63                , gt: 7y63                
-----支--轧轧---仓-------u---- => 支轧仓u                , gt: 支轧仓u                
----勿-----匹--5------扒----- => 勿匹5扒                , gt: 勿匹s扒                
------v---布-----互---日----- => v布互日                , gt: v布互日                
----牛---劝---下------申------ => 牛劝下申                , gt: 牛劝下申                
-----平---们-----了-----区区--- => 平们了区                , gt: 平们了区                
---r---儿--11------电------- => r儿1电                , gt: r儿1电                
-----尸--------让--月--乏----- => 尸让月乏                , gt: 尸让月乏                
----w--q--o-----无--------- => wqo无                , gt: wqo无                
---44----bb-----y--nn----- => 4byn                , gt: 4byn                
---7--p------屯--e--------- => 7p屯e                , gt: 7p屯e                
-----又----v---立------白---- => 又v立白                , gt: 又v立白                
----反------么---又----父----- => 反么又父                , gt: 反么又父                
----犬-----q------礼--禾----- => 犬q礼禾                , gt: 犬q礼禾                
-----仇----------为-斥---方--- => 仇为斥方                , gt: 仇为风方                
-----瓦--匆-c--b------------ => 瓦匆cb                , gt: 瓦匆cb                
----处--i--------车---训----- => 处i车训                , gt: 处i车训                
----儿儿-----x---宁------厂--- => 儿x宁厂                , gt: 儿x宁厂                
--------2--厅厅--市--i------- => 2厅市i                , gt: 2厅市i                
-----仪---太--------仓---丑--- => 仪太仓丑                , gt: 仪太仓丑                
-----z--h------g--k------- => zhgk                , gt: zhgk                
-----立--予--11-------44---- => 立予14                , gt: 立予14                
----6-i--mm-----头--------- => 6im头                , gt: 6im头                
------p-----c---g--------- => pcg                 , gt: p飞cg                
-----五--引-------j---布----- => 五引j布                , gt: 五引j布                
---7-----i--2---8--------- => 7i28                , gt: 7i28                
---44-----b-p---v--------- => 4bpv                , gt: 4bpv                
--------a---仪--八--仅------- => a仪八仅                , gt: a仪八仅                
-------r--p--j-----卜------ => rpj卜                , gt: rpj卜                
-------d--引---为--4-------- => d引为4                , gt: d引为4                
-----牛牛------子--升---凶----- => 牛子升凶                , gt: 牛子升凶                
-----什--归-----凡-----也也---- => 什归凡也                , gt: 什归凡也                
------v--t-----叨---f------ => vt叨f                , gt: vt叨f                
----丙--已---------人--甲甲---- => 丙已人甲                , gt: 丙已人甲                
-----立-----饥--上---尺------- => 立饥上尺                , gt: 立饥上尺                
-----万--另--二----------s--- => 万另二s                , gt: 万另二s                
---------它---h---占-44----- => 它h占4                , gt: 它h占4                
--------6----4-----尤尤----- => 64尤                 , gt: 64q尤                
------i---x--7------夕----- => ix7夕                , gt: ix本夕                
----车车---乌-------冬---东---- => 车乌冬东                , gt: 车乌冬东                
---一一----3------6---乡----- => 一36乡                , gt: 一36乡                
----专-------互互---兰---六六--- => 专互兰六                , gt: 专互兰六                
------火--乏--dd------川----- => 火乏d川                , gt: 火乏d川                
-----队-------于--l--44----- => 队于l4                , gt: 队于l4                
---4-----ll--j--p--------- => 4ljp                , gt: 4ljp                
-----无--另------升--仍------- => 无另升仍                , gt: 无另升叮                
---t---匹--------仆--功------ => t匹仆功                , gt: t匹仆劝                
----与与-------礼礼--兰--正正---- => 与礼兰正                , gt: 与礼兰正                
-----手--5--4--------m----- => 手54m                , gt: 手54m                
--jj---仔--千--甘甘----------- => j仔千甘                , gt: j仔千甘                
----1------介---w---市------ => 1介w市                , gt: 1介w市                
-----央-e---个---0---------- => 央e个0                , gt: 央e个0                
----r--5--乡乡--丸----------- => r5乡丸                , gt: r5乡及                
----y------乏---厉厉---g----- => y乏厉g                , gt: y乏厉g                
-----乌--g--k-------穴穴----- => 乌gk穴                , gt: 乌gk穴                
-------5--r--6--ff-------- => 5r6f                , gt: 5r6f                
-----夫--川--仍-----孔-------- => 夫川仍孔                , gt: 夫川仍孔                
-----去---------凶----斥--7-- => 去凶斥7                , gt: 去凶斥7                
----令---土---办---乌--------- => 令土办乌                , gt: 令土办乌                
-----打------仅-----六---三--- => 打仅六三                , gt: 打仅六三                
----及-------88--书---s----- => 及8书s                , gt: 及8书s                
-------q--a-p---礼--------- => qap礼                , gt: qap礼                
-------c--0--x------g----- => c0xg                , gt: c0xg                
----么--2------卫-----仪----- => 么2卫仪                , gt: 么2卫仪                
----yy-------ee-2--bb----- => ye2b                , gt: ye2b                
------9---y----g---巴------ => 9yg巴                , gt: 9yg巴                
---f--3--4--1------------- => f341                , gt: f341                
---------北--b--只只----万---- => 北b只万                , gt: 北b只万                
----e---业------末----闪----- => e业末闪                , gt: e业末闪                
------f--x--c--兄---------- => fxc兄                , gt: fxc兄                
-----干------大--勺----东----- => 干大勺东                , gt: 干大勺东                
-----让------冈---凤--乏乏----- => 让冈凤乏                , gt: 让冈凤乏                
----bb-x---y--e----------- => bxye                , gt: bxye                
-----马--巨--己--------节----- => 马巨己节                , gt: 马巨己节                
----仓-----3----们-----让---- => 仓3们让                , gt: 仓3们让                
-----及-----东-----宁--已----- => 及东宁已                , gt: 及东宁已                
-----人---天--卜------火------ => 人天卜火                , gt: 人天卜火                
----z-----巨------订订--乡乡--- => z巨订乡                , gt: z巨订乡                
--------礼-yy--艺-----可----- => 礼y艺可                , gt: 礼y艺可                
--------父--l---屯---天------ => 父l屯天                , gt: 父l屯天                
----r-8-----h---也--------- => r8h也                , gt: r8h也                
------入---五---电------乃---- => 入五电乃                , gt: 入五史乃                
----m--尺--g--------x------ => m尺gx                , gt: m尺gx                
-----------c--b--i---m---- => cbim                , gt: cbim                
----3--t--久--c------------ => 3t久c                , gt: 3t久c                
---qq--6--冬冬----44-------- => q6冬4                , gt: q6冬4                
----石------宁---计--0------- => 石宁计0                , gt: 石宁计0                
